SC,名称,ema26,ema12
1301,極洋,2694.722345280195,2725.7192746499923
1332,日本水産,493.4408308980017,501.383805997869
1333,マルハニチロ,2297.730544168928,2307.2266975777047
1352,ホウスイ,902.5339173516312,919.9106239417808
1376,カネコ種苗,1439.7584554854097,1434.6203206123275
1377,サカタのタネ,3571.799901003041,3568.35511272566
1379,ホクト,1981.0187234494863,1987.8353527948877
1380,秋川牧園,810.9255689068262,813.5467899349411
1381,アクシーズ,2616.2700183840934,2703.402014245606
1382,ホーブ,,
1383,ベルグアース,2112.4848970763787,2104.062303722286
1384,ホクリヨウ,638.1678999786044,643.7425501724656
1400,ルーデン・ホールディングス,186.8781967274117,200.32337360572265
1401,エムビーエス,724.6599708484476,733.5742729561035
1407,ウエストホールディングス,1822.580523280997,1855.3238002005392
1413,ヒノキヤグループ,1688.1191632924,1754.0868588922913
1414,ショーボンドホールディングス,4791.821284532174,4922.999038299707
1417,ミライト・ホールディングス,1486.6627996208808,1508.7727129098218
1418,インターライフホールディングス,186.8967904443686,189.35788061978042
1419,タマホーム,1295.9046671797585,1287.3972944821876
1420,サンヨーホームズ,629.4138149996453,638.8800268649509
1429,日本アクア,597.7882654185821,595.1870340331852
1430,ファーストコーポレーション,532.072022459,552.1076503173383
1431,Lib_Work,1770.8058883315418,1893.7015760345882
1433,ベステラ,1041.30884634121,1065.1613626733026
1434,JESCOホールディングス,328.2896238569143,338.55250187166394
1435,TATERU,161.76443200062508,172.73835880592992
1436,フィット,557.6248055053726,575.6715936954907
1438,岐阜造園,,
1439,安江工務店,,
1443,技研ホールディングス,315.13855468356184,318.81715050529846
1446,キャンディル,518.6687715898843,531.4992601944285
1447,ITbookホールディングス,476.8489989040011,500.6778196588482
1448,スペースバリューホールディングス,365.0917235902889,371.08132552700243
1449,FUJIジャパン,,
1450,田中建設工業,,
1451,KHC,588.0132092008599,606.1611540571123
1491,中外鉱業,17.09466737895484,17.43211802548896
1514,住石ホールディングス,116.59389242424017,118.56151293271178
1515,日鉄鉱業,4504.792399958332,4506.849287819221
1518,三井松島ホールディングス,874.7254144197364,887.9192378321551
1605,国際石油開発帝石,739.6052127549382,756.296714838845
1662,石油資源開発,2027.22649320644,2055.191663930919
1663,K＆Oエナジーグループ,1549.4745837143207,1541.447982224075
1711,省電舎ホールディングス,298.4849188076799,312.8910473160067
1712,ダイセキ環境ソリューション,1004.4959326589877,1004.009635654922
1716,第一カッター興業,1902.1397729051419,2015.164420845377
1717,明豊ファシリティワークス,555.959410090801,563.167789340281
1718,美樹工業,,
1719,安藤・間,683.4884445907775,685.3558621864348
1720,東急建設,580.2201119367393,587.2360136503582
1721,コムシスホールディングス,2969.8827490612975,2988.2263032150627
1722,ミサワホーム,,
1723,日本電技,,
1724,シンクレイヤ,848.7188908403868,853.5657399780741
1726,ビーアールホールディングス,546.8259204069063,560.2823140275226
1728,ミサワホーム中国,244.063227560084,249.33878811295125
1730,麻生フオームクリート,,
1734,北弘電社,,
1737,三井金属エンジニアリング,780.20451043636,807.616584690021
1738,NITTOH,,
1739,シード平和,,
1757,クレアホールディングス,34.05289505062832,41.8875890135052
1762,高松コンストラクショングループ,2374.9660074127673,2389.634841334125
1764,工藤建設,,
1766,東建コーポレーション,7354.456417000876,7347.883077267812
1768,ソネック,800.2847187815362,824.3259166411684
1770,藤田エンジニアリング,,
1771,日本乾溜工業,,
1775,富士古河E＆C,1837.783216014663,1894.6021556460366
1776,三井住建道路,,
1777,川崎設備工業,,
1780,ヤマウラ,801.1853760416154,815.5448951100949
1783,アジアゲートホールディングス,47.989587996457594,49.879833851643994
1787,ナカボーテック,,
1788,三東工業社,,
1789,ETSホールディングス,809.6926907270127,829.4026565017567
1793,大本組,,
1795,マサル,,
1798,守谷商会,,
1799,第一建設工業,,
1801,大成建設,3781.7696179257377,3931.877331931307
1802,大林組,1012.5905315724585,1043.3153976671479
1803,清水建設,894.8473410300153,910.6551659604401
1805,飛島建設,1103.1608570692815,1122.1108279563946
1807,佐藤渡辺,,
1808,長谷工コーポレーション,1297.2481719561924,1342.9658387739757
1810,松井建設,645.563378416316,657.1119116799414
1811,錢高組,3713.470350561334,3810.2969438848286
1812,鹿島建設,1224.3891282004063,1262.3519809631127
1813,不動テトラ,1406.9378092541983,1437.417374030315
1814,大末建設,781.7985289813566,799.7913936317486
1815,鉄建建設,2179.2970559967284,2171.204802822828
1820,西松建設,2104.5820562452936,2121.5018361019056
1821,三井住友建設,464.12620111284014,475.67094840810154
1822,大豊建設,2436.585449473742,2460.514621102111
1824,前田建設工業,853.7502102950723,861.1515976872869
1826,佐田建設,402.1457869757622,411.1005166189639
1827,ナカノフドー建設,380.5972793150595,385.6129435353904
1828,田辺工業,719.4363242704105,729.9749597506659
1833,奥村組,2529.320882933893,2573.720572862588
1835,東鉄工業,2784.26550799558,2786.179454262902
1840,土屋ホールディングス,145.21745772743654,148.62777373762245
1841,サンユー建設,,
1844,大盛工業,224.33767926757358,231.02165200594575
1847,イチケン,1468.9457507206048,1541.0346788767336
1848,富士ピー・エス,553.4152090823425,568.0191583116473
1850,南海辰村建設,283.5297045856177,291.4459406138383
1852,淺沼組,4089.7896112177027,4251.671385750697
1853,森組,256.17177877452923,260.4715671518729
1860,戸田建設,677.0083115440289,696.7208024502293
1861,熊谷組,2577.9661139785953,2643.854189144076
1865,青木あすなろ建設,,
1866,北野建設,2609.9156591364704,2634.330390037183
1867,植木組,2459.9083706543042,2463.5275713193655
1870,矢作建設工業,777.1679568535268,784.3764059132494
1871,ピーエス三菱,547.9352987164847,549.7651895177239
1873,日本ハウスホールディングス,298.62234767966555,300.03056316499857
1878,大東建託,11148.00298011506,11362.303227377768
1879,新日本建設,792.3089072267337,812.0837785455674
1881,NIPPO,2577.0901928185604,2613.8503454799206
1882,東亜道路工業,3179.8138502246584,3234.5821361779044
1883,前田道路,2071.052347527825,2099.9834378500004
1884,日本道路,7110.924041738444,7325.9278335053
1885,東亜建設工業,1554.7737093733763,1582.193968427485
1887,日本国土開発,547.4771389589961,544.554978106318
1888,若築建設,1181.7320322962275,1190.5880156538433
1890,東洋建設,422.4382776092178,418.7102776966313
1892,徳倉建設,,
1893,五洋建設,564.5885767993548,573.1531229540079
1897,金下建設,,
1898,世紀東急工業,767.6831144033014,759.9803711351888
1899,福田組,4722.513830492591,4876.509753167549
1904,大成温調,1845.3584343088098,1868.493436056309
1905,テノックス,815.4025275320358,829.6010744389971
1906,細田工務店,,
1909,日本ドライケミカル,1548.6931083153158,1616.912347314317
1911,住友林業,1317.880892623394,1325.7840505633542
1914,日本基礎技術,416.78374497491745,421.640789274366
1921,巴コーポレーション,374.9423347865299,385.24798415499964
1925,大和ハウス工業,2742.7983510424187,2806.7914146088788
1926,ライト工業,1458.2836182525903,1498.986692586662
1928,積水ハウス,2013.2414262008224,2082.6826632193124
1929,日特建設,722.7755900975895,728.3569032264767
1930,北陸電気工事,929.2457225374937,934.3717777638624
1934,ユアテック,618.3142563959584,627.3481140768055
1939,四電工,2374.8518664584985,2414.8941564220895
1941,中電工,2261.262990496069,2285.7854827455376
1942,関電工,952.7795347981203,970.1738043518139
1944,きんでん,1778.1681804953216,1800.8348950435966
1945,東京エネシス,772.8758770613334,787.6217563004782
1946,トーエネック,3604.07827557681,3679.9222366001272
1948,弘電社,,
1949,住友電設,2432.655839172055,2435.9218072456147
1950,日本電設工業,2338.653813152301,2404.413515724276
1951,協和エクシオ,2485.9592599289576,2494.321789324545
1952,新日本空調,2430.7370698354553,2502.59696503253
1954,日本工営,3122.3107812569297,3162.93144984318
1959,九電工,2966.0925697300686,3002.4261706101074
1960,サンテック,,
1961,三機工業,1302.9296139309367,1316.5505981419428
1963,日揮,1139.849359438792,1188.3715594418704
1964,中外炉工業,1586.656718263476,1604.119001955025
1965,テクノ菱和,832.2389241966105,844.0320313196706
1966,高田工業所,801.5704201773727,823.6034733780442
1967,ヤマト,651.461147555228,654.1796795222763
1968,太平電業,2336.5374858143336,2360.6847696875075
1969,高砂熱学工業,1775.8026481334673,1815.4470308390448
1971,中央ビルト工業,,
1972,三晃金属工業,2115.0012034399647,2139.0240525669174
1973,NECネッツエスアイ,3244.2322281732454,2469.3131848064227
1975,朝日工業社,3058.740586449826,3067.3110063525073
1976,明星工業,775.9757651477495,784.1769267867974
1979,大氣社,3207.4803860006496,3232.011128627325
1980,ダイダン,2817.8716070465416,2857.571906297031
1981,協和日成,,
1982,日比谷総合設備,1862.0428035230186,1860.1036889486159
1983,東芝プラントシステム,,
1992,神田通信機,,
1994,高橋カーテンウォール工業,487.58364017500634,500.48386857890057
2001,日本製粉,1629.9810692048547,1617.686670862832
2002,日清製粉グループ本社,1695.896010961708,1707.6174365540123
2003,日東富士製粉,6063.850849374699,6126.540322961969
2004,昭和産業,3245.982835435961,3248.0001850102626
2009,鳥越製粉,891.4105093503767,899.461073756732
2053,中部飼料,1632.7702050654198,1650.8641047531517
2055,日和産業,272.33094095900015,277.0619946553262
2058,ヒガシマル,,
2060,フィード・ワン,185.47892292519947,191.35286810081132
2107,東洋精糖,1232.8640692309575,1251.5015166808405
2108,日本甜菜製糖,1704.9009130479023,1713.4298925909457
2109,三井製糖,2100.0215977705034,2085.506299505768
2112,塩水港精糖,209.19552878418813,211.16342678389853
2114,フジ日本精糖,510.64891772331765,513.4520163806794
2117,日新製糖,1938.3324576218342,1945.318033590467
2120,LIFULL,411.25164969793366,425.36787391655974
2121,ミクシィ,1767.9492711551477,1746.7815125996551
2122,インタースペース,997.8500328312456,1026.2877310475308
2124,ジェイエイシーリクルートメント,1284.9221277641366,1299.7543692296274
2127,日本M＆Aセンター,4270.542098299597,4575.801496995126
2130,メンバーズ,1695.6519624034856,1707.249202014571
2134,燦キャピタルマネージメント,91.32088640731438,101.02837735478572
2136,ヒップ,,
2138,クルーズ,1062.7496198949596,1088.1618268900106
2139,中広,528.3528243045624,544.7415444538418
2144,やまねメディカル,,
2146,UTグループ,2063.144416204355,2254.3904240152074
2148,アイティメディア,1163.802365954132,1289.3159064135355
2150,ケアネット,1138.6812354527667,1218.1547869979393
2151,タケエイ,924.46687318737,956.0383976296526
2152,幼児活動研究会,887.372329089478,903.7298358985383
2153,E・Jホールディングス,1508.7294019079798,1521.1009544506214
2154,トラスト・テック,826.6807230419572,885.7787057999301
2157,コシダカホールディングス,504.3338360407461,514.8562019731476
2158,FRONTEO,673.5922430877328,799.5418020102043
2159,フルスピード,489.4836854425244,527.9272493024396
2160,ジーエヌアイグループ,1646.815473251723,1683.9958956057758
2162,nmsホールディングス,302.8698141207587,307.2045744631922
2163,アルトナー,789.7921041945292,845.9584561335878
2164,地域新聞社,655.2515053671739,683.6496185901829
2168,パソナグループ,1214.8113275192777,1251.181090816675
2169,CDS,1288.874243380583,1300.9586187413076
2170,リンクアンドモチベーション,427.9999824242856,448.0597729590708
2172,インサイト,322.2761467695577,331.3757822570309
2173,博展,483.50849150452126,504.52197169599907
2174,GCA,659.3467661036055,669.3047801824114
2175,エス・エム・エス,2574.924666454574,2633.2104736559236
2176,イナリサーチ,703.8304821749117,712.5724289235212
2178,トライステージ,308.4476866840113,319.7747189609634
2179,成学社,,
2180,サニーサイドアップ,782.5175797207257,823.762877542136
2181,パーソルホールディングス,1389.8389761666722,1456.318245912319
2183,リニカル,933.1835991421073,932.9071957953539
2185,シイエム・シイ,,
2186,ソーバル,1022.7360256788014,1048.7953425999729
2191,テラ,1084.339995381823,1394.9826992321903
2193,クックパッド,309.635447532606,309.6934335006114
2196,エスクリ,436.02167557153916,449.1494624437959
2198,アイ・ケイ・ケイ,610.3040623209548,606.5942835049798
2201,森永製菓,4440.882927586868,4405.416552601
2204,中村屋,4025.8132985227726,4068.7278483486702
2206,江崎グリコ,5086.581581045596,5171.962160529029
2207,名糖産業,1299.0859044000304,1303.6526865872738
2208,ブルボン,1799.212373348804,1798.85853487753
2209,井村屋グループ,1998.8967366237353,2029.20225885731
2211,不二家,2140.1970011611843,2184.444048755618
2212,山崎製パン,1914.1016512651788,1875.5155486551819
2215,第一屋製パン,946.3121194890547,957.3420819489163
2216,カンロ,,
2217,モロゾフ,5687.2709453452635,5712.629003487929
2218,日糧製パン,,
2220,亀田製菓,5271.353038494308,5304.292506031603
2221,岩塚製菓,3538.0736089388297,3637.69217832244
2222,寿スピリッツ,5079.089783909393,5166.680659450386
2224,コモ,2421.7338405038377,2415.5330455236203
2226,湖池屋,,
2229,カルビー,3071.9123247463863,3047.338193416543
2264,森永乳業,4409.4191980208825,4464.394856042423
2266,六甲バター,1501.094135058008,1538.4196894575903
2267,ヤクルト本社,6639.720596056927,6754.860447213434
2268,B-Rサーティワンアイスクリーム,,
2269,明治ホールディングス,7977.659302456257,8170.698920148489
2270,雪印メグミルク,2584.336897747795,2612.342978100809
2281,プリマハム,2552.5379047473784,2615.7987442864787
2282,日本ハム,4019.4712608187688,4161.874765868058
2286,林兼産業,576.7759190375126,579.3552769691926
2288,丸大食品,1962.1363167246086,1958.4832812468915
2291,福留ハム,,
2292,S　Foods,2541.555656293962,2625.2764348619316
2293,滝沢ハム,,
2294,柿安本店,2514.1006398563477,2580.447496495376
2296,伊藤ハム米久ホールディングス,646.6082215044797,651.6412995111206
2300,きょくとう,489.9320470772997,499.5909218982057
2301,学情,1305.8917101288584,1333.0837524458234
2303,ドーン,2174.793072340504,2191.6636669278896
2304,CSSホールディングス,267.93488882663024,277.694455873105
2305,スタジオアリス,1622.245212125656,1664.653606507445
2307,クロスキャット,1084.6665968926704,1126.7403312013041
2309,シミックホールディングス,1509.8905244884163,1525.1429249797964
2311,エプコ,1091.0118914282484,1142.9736868108596
2315,カイカ,34.268689620987736,40.366648862237085
2317,システナ,1523.2234319551976,1536.334113354567
2321,ソフトフロントホールディングス,133.61533051329363,133.90533460185145
2323,fonfun,365.30638851909055,370.31531432734135
2325,NJS,1756.7294670172282,1783.2540930193834
2326,デジタルアーツ,8047.358693983165,8472.52743285341
2327,日鉄ソリューションズ,2895.119902531306,2952.1494751729824
2329,東北新社,573.2902037121229,574.2334472960902
2330,フォーサイド,102.96375123855695,112.161546467787
2331,綜合警備保障,5329.594549235997,5329.617979165611
2332,クエスト,1188.9839106800287,1233.3839359860247
2334,イオレ,1416.1501626353315,1444.5272543847375
2335,キューブシステム,758.9792806378007,779.0888452673215
2337,いちご,296.41947884640547,303.36825426853017
2338,ビットワングループ,311.2283925822699,325.09141852337234
2340,極楽湯ホールディングス,379.0624452969871,381.70795338138447
2341,アルバイトタイムス,162.38536996046557,164.5379569746067
2342,トランスジェニック,366.4642737860498,390.6210827463869
2344,平安レイサービス,,
2345,アイスタディ,1170.860332949438,1244.398007972663
2349,エヌアイデイ,,
2351,ASJ,1426.6927258750986,1483.6225773402446
2352,エイジア,1321.205899633579,1337.0429984129953
2353,日本駐車場開発,140.62617956103773,142.88982197594927
2354,YE_DIGITAL,540.1230833234622,574.7054091198603
2359,コア,1198.351281287492,1202.6871556281255
2362,夢真ホールディングス,616.9431815549395,624.4469118251848
2370,メディネット,102.11820968407247,116.04006304489978
2371,カカクコム,2617.9792491702815,2720.2540868997453
2372,アイロムグループ,2565.2476890619096,3025.143294512935
2373,ケア21,1505.2659342869852,1531.1272731091015
2374,セントケア・ホールディング,416.2153286170155,414.29152610222206
2375,スリープログループ,1290.0348689759476,1401.6592693205323
2376,サイネックス,654.9766399389185,670.6544654789299
